case.title,case.productName,ms.service
客户咨询线下汇款操作,Pay by Invoice,payment
无法为试用账号续费，升级为正式账号,Billing and Payment Issues,billing
无法续订,Billing and Payment Issues,billing
HDinsight收费咨询,Enterprise billing questions,billing
看不明白账单是啥意思 。  ,Billing and Payment Issues,billing
无法登陆EA门户,Enterprise portal enquiry,billing
降价通知相关,Azure Offers and Pricing,billing
标准小规模应用服务小时数 - AZURE应用服务,Billing and Payment Issues,billing
invoice pi-cancel duplicate order,Invoice PI-Cancel Order,payment
azure账单相关问题咨询,Other General questions,general
账单显示有扣费,Billing and Payment Issues,billing
1RMB数据导出,Re-Enable a Subscription,subscription
EA折扣价格咨询,Enterprise billing questions,billing
费用计算咨询,Azure Offers and Pricing,billing
Azure订阅迁移问题,Switch to Another Offer,subscription
线下汇款匹配-0629,Pay by Invoice,payment
无法收到发票系统激活链接,Fapiao related,payment
申请加大HDInsight的核数,HDInsight,hdinsight
[1RMB Trial】重启订阅,Re-Enable a Subscription,subscription
如何添加合作伙伴信息,Partner ID issue in billing portal,billing
PowerBI报告网站无法登陆,Enterprise portal enquiry,billing
发票进度咨询,Fapiao related,payment
无法申请发票,Fapiao related,payment
Azure website站点收费咨询,Enterprise billing questions,billing
map sub ID,Other General questions,general
登录提示我未找到任何订阅,Billing and Payment Issues,billing
线下付款进度咨询,Pay by Invoice,payment
Increasing the cores,Compute,virtual-machines
Increasing the storage account ,Storage,storage
数据流量问题,Billing and Payment Issues,billing
Azure 支付问题,Billing and Payment Issues,billing
收费咨询,Enterprise billing questions,billing
app强制更改密码,Fail to log in billing portal,billing
订阅误转移删除,Re-Enable a Subscription,subscription
Quato Increase,Cloud Service per subscription,quota
change subscription admin id,Change Ownership of My Subscription,subscription
Cores per subscription,Compute,virtual-machines
PowerBI Embedded收费问题,Billing and Payment Issues,billing
how can we pay Azure china,Billing and Payment Issues,billing
费用查询,Other questions about billing portal,billing
"如果下载发票,以及发票的寄送方式",Fapiao related,payment
订阅问题-请求将1元试用额度返还,Billing and Payment Issues,billing
充值续费问题,Billing and Payment Issues,billing
申请试用，但提示需要订阅才能使用,How to add new subscription,subscription
虚拟机收费问题,Billing and Payment Issues,billing
EA订阅激活,How to add new subscription,subscription
Decrease the ARM core to 4-上海商派,Compute,virtual-machines
发票合并问题,Fapiao related,payment
账单价格与官网价格不符,Enterprise billing questions,billing
虚拟机系统磁盘是按什么收费的？,Enterprise billing questions,billing
虚拟机windows2012收费咨询,Enterprise billing questions,billing
Cancel duplicate orders,Invoice PI-Cancel Order,payment
"cancel orders >7 days, no payment received.",Invoice PI-Cancel Order,payment
无法使用,Billing and Payment Issues,billing
Azure备份服务计费咨询,Azure Offers and Pricing,billing
发票系统邮箱激活,Fapiao related,payment
无法登录经典管理门户,Fail to log in management portal,azure-portal
对公付款查询,Pay by Invoice,payment
"cancel orders > 7 buz days, no payment received.",Invoice PI-Cancel Order,payment
流量账单查询,Billing and Payment Issues,billing
虚拟机降价咨询,Enterprise billing questions,billing
查询充值的具体时间,Azure Offers and Pricing,billing
发票更改咨询,Fapiao related,payment
cancel invoice pi orders no payment received.,Invoice PI-Cancel Order,payment
如何在新门户里查看资源配额余量,Other General questions,general
订阅删除原因查询,Cannot find my subscription,subscription
支付宝充值被退回,Billing and Payment Issues,billing
需要最大120cores,Compute,virtual-machines
申请更高的cores的配额 - 上海南潮,Compute,virtual-machines
quota increase 万和证券,Compute,virtual-machines
加核未成功问题,Compute,virtual-machines
新建订阅咨询,How to add new subscription,subscription
线下汇款-朗树,Pay by Invoice,payment
azure账户余额咨询,Disable subscription,subscription
订阅删除指导,Disable subscription,subscription
EA订阅状态问题,Switch to Another Offer,subscription
续费方式更改,Change Payment Method,billing
Quota increase-上海宝尊电子商务有限公司,Compute,virtual-machines
新开通的EA Portal账户，是否可以合并1元试用账户,Switch to Another Offer,subscription
D3 v1 v2价格区别,Enterprise billing questions,billing
TSP increase ARM cores,Compute,virtual-machines
Azure 账单查询,Billing and Payment Issues,billing
EA每周的账单报表,Enterprise billing questions,billing
扩展虚拟机磁盘容量,Azure Offers and Pricing,billing
修改当前订阅的绑定邮箱,Other General questions,general
transfer offer type,Switch to Another Offer,subscription
应用程序网关英文版的报价,Azure Offers and Pricing,billing
Quota increase-杭州菱歌数字科技有限公司,Compute,virtual-machines
需要增加core限制到100,Compute,virtual-machines
invoice pay-cancel duplicate order,Invoice PI-Cancel Order,payment
無法添加外部 user as role: Contributor,Co-admin related issue,subscription
高級存儲(本地冗餘) 收費問題,Billing and Payment Issues,billing
电汇相关问题,Purchase of Proof,billing
Cancel multi-order,Invoice PI-Cancel Order,payment
EA Portal中报表功能咨询,Other General questions,general
实际计费情况与列表价格有出入，烦请说明,Billing and Payment Issues,billing
企业客户如何在账单门户看到使用汇总及费用清单,Enterprise portal enquiry,billing
大客户终止咨询,Disable subscription,subscription
指导添加订阅,How to add new subscription,subscription
增加Cores到320,Compute,virtual-machines
1RMB fraud复查,Disable subscription,subscription
SQL数据库价格咨询,Azure Offers and Pricing,billing
Invoice pay-广州希远信息科技有限公司,Pay by Invoice,payment
订阅余额问题,Billing and Payment Issues,billing
 Azure 账单查询,Enterprise billing questions,billing
申请更高的cores的配额,Compute,virtual-machines
流量超额产生的高额费用是否有补救措施,Enterprise billing questions,billing
负载均衡是否收费？如何计费？,Azure Offers and Pricing,billing
账单异常,Enterprise billing questions,billing
<Credit back apply>云启&云伴-0411,Monetary Credit,payment
流量计费问题咨询,Enterprise billing questions,billing
账户下开一个新的管理员账号,Enterprise portal enquiry,billing
Invoice PI 匹配-0412,Pay by Invoice,payment
订阅被停原因咨询,Re-Enable a Subscription,subscription
虚拟机配额查询,Other General questions,general
"Invoice PI-orders > 7 day, no payment received",Invoice PI-Cancel Order,payment
 云智慧- 7bc36779-b875-49a6-a71b-6f6a35eaf2ce,Compute,virtual-machines
配额申请,Compute,virtual-machines
cancel multi orders-朗树,Invoice PI-Cancel Order,payment
AzureSQL费用收取,Enterprise billing questions,billing
申请合同,Purchase of Proof,billing
负载均衡计费问题,Azure Offers and Pricing,billing
 神策网络科技(北京)有限公司 - 5ba4d911-b5f3-4cfd-9f6e-94a2707a7288,Compute,virtual-machines
此订阅号增加CPU配额,Compute,virtual-machines
Increate the limit on Number of Storage accounts for ID: bbc5c2a3-c968-474a-a353-0b196e95eb1d ,Storage,storage
服务说明等信息咨询,Other General questions,general
无法登陆Azure,Fail to log in management portal,azure-portal
发票申请咨询,Fapiao related,payment
无法加新的订阅,How to add new subscription,subscription
折扣咨询,Azure Offers and Pricing,billing
欠费咨询,Billing and Payment Issues,billing
disable below account,Disable subscription,subscription
Quota increase- BoCloud,Compute,virtual-machines
部署被停问题,Cannot find my subscription,subscription
希望增加虚拟机核心数量配额,Compute,virtual-machines
为什么不能在portal.azure.cn下增加用户,Other General questions,general
cancel duplicate order,Invoice PI-Cancel Order,payment
1RMB订阅billing request问题,Billing and Payment Issues,billing
激活MSDN订阅Azure问题 26,Billing and Payment Issues,billing
Quota increase-北京弥财投资咨询有限公司,Compute,virtual-machines
账单中web app的收费咨询,Enterprise billing questions,billing
Azure订阅升级与合同咨询,Purchase of Proof,billing
我已经在支付宝支付了1元 但是系统却提示我没有支付,Billing and Payment Issues,billing
更改线下支付为支付宝,Change Payment Method,billing
試用訂閱付款成功，卻一直待處理狀態,Billing and Payment Issues,billing
账单以及余额详情咨询,Billing and Payment Issues,billing
Azure发票系统注册问题,Fapiao related,payment
Increase core to 2500,Compute,virtual-machines
订阅状态disbale的原因,Re-Enable a Subscription,subscription
电汇付完钱后未收到订单确认的邮件,Pay by Invoice,payment
把Azure账户的余额提现,Refund Request,payment
添加订阅报错,How to add new subscription,subscription
能把子订阅在不同的主订阅间移动么?,Change Ownership of My Subscription,subscription
EA账号登录问题,Fail to log in management portal,azure-portal
azure界面无法登陆,Fail to log in management portal,azure-portal
在新版门户中如何新建用户账号,Co-admin related issue,subscription
支付成功未到账,Billing and Payment Issues,billing
Parter无法看到客户信息,Partner ID issue in billing portal,billing
Quota Increase-北京百科康讯科技有限公司,Compute,virtual-machines
Invoice PI -5W-上海华讯网络系统有限公司,Pay by Invoice,payment
账单解释,Enterprise billing questions,billing
我的账户订阅被禁用,Re-Enable a Subscription,subscription
Increase Compute Cores Quota from 120 to 360,Compute,virtual-machines
